,task_id,worker_id,real_answers,label_task,prob_task,prob_worker,label_worker,prob_answer,worker_answers,match
0,task_CV9,xbNWA,lung,easy_task,0.9100000000000001,0.8900000000000005,good_worker,0.9199,heart,0
1,task_CV9,JQtWi,lung,easy_task,0.9100000000000001,0.9100000000000001,good_worker,0.9181000000000001,heart,0
2,task_CV9,bUvzX,lung,easy_task,0.9100000000000001,0.9400000000000002,good_worker,0.9154000000000001,heart,0
3,task_CV9,ixEF8,lung,easy_task,0.9100000000000001,0.9800000000000002,good_worker,0.9118000000000002,heart,0
4,task_CV9,cmGxv,lung,easy_task,0.9100000000000001,0.9000000000000002,good_worker,0.9190000000000002,heart,0
5,task_CV9,Bpea7,lung,easy_task,0.9100000000000001,0.9500000000000002,good_worker,0.9145000000000001,heart,0
6,task_CV9,TbL4U,lung,easy_task,0.9100000000000001,0.9000000000000002,good_worker,0.9190000000000002,heart,0
7,task_CV9,e5fjL,lung,easy_task,0.9100000000000001,0.8600000000000002,good_worker,0.9226000000000001,heart,0
8,task_CV9,puNxr,lung,easy_task,0.9100000000000001,0.8600000000000002,good_worker,0.9226000000000001,heart,0
9,task_x5j,TbL4U,heart,easy_task,0.8400000000000001,0.9000000000000002,good_worker,0.8560000000000001,heart,1
10,task_x5j,cmEcz,heart,easy_task,0.8400000000000001,0.9100000000000001,good_worker,0.8544,heart,1
11,task_x5j,JQtWi,heart,easy_task,0.8400000000000001,0.9100000000000001,good_worker,0.8544,brain,0
12,task_x5j,EXN7W,heart,easy_task,0.8400000000000001,0.85,good_worker,0.8640000000000001,heart,1
13,task_x5j,Bpea7,heart,easy_task,0.8400000000000001,0.9500000000000002,good_worker,0.8480000000000001,heart,1
14,task_x5j,XXoBg,heart,easy_task,0.8400000000000001,0.8900000000000003,good_worker,0.8576,heart,1
15,task_x5j,bUvzX,heart,easy_task,0.8400000000000001,0.9400000000000002,good_worker,0.8496,heart,1
16,task_x5j,EQ3gR,heart,easy_task,0.8400000000000001,0.9700000000000004,good_worker,0.8448,heart,1
17,task_x5j,ixEF8,heart,easy_task,0.8400000000000001,0.9800000000000002,good_worker,0.8432000000000001,heart,1
18,task_8jg,Bpea7,blood,easy_task,0.9700000000000002,0.9500000000000002,good_worker,0.9715000000000001,heart,0
19,task_8jg,cmGxv,blood,easy_task,0.9700000000000002,0.9000000000000002,good_worker,0.9730000000000002,heart,0
20,task_8jg,QojUY,blood,easy_task,0.9700000000000002,0.9600000000000003,good_worker,0.9712000000000002,heart,0
21,task_8jg,e5fjL,blood,easy_task,0.9700000000000002,0.8600000000000002,good_worker,0.9742000000000002,heart,0
22,task_8jg,cXXaN,blood,easy_task,0.9700000000000002,0.9900000000000002,good_worker,0.9703000000000002,heart,0
23,task_8jg,EXN7W,blood,easy_task,0.9700000000000002,0.85,good_worker,0.9745000000000001,heart,0
24,task_8jg,cmEcz,blood,easy_task,0.9700000000000002,0.9100000000000001,good_worker,0.9727000000000001,heart,0
25,task_8jg,bUvzX,blood,easy_task,0.9700000000000002,0.9400000000000002,good_worker,0.9718000000000002,heart,0
26,task_8jg,XXoBg,blood,easy_task,0.9700000000000002,0.8900000000000003,good_worker,0.9733000000000002,heart,0
27,task_uUq,cmGxv,blood,easy_task,0.8500000000000001,0.9000000000000002,good_worker,0.865,heart,0
28,task_uUq,JQtWi,blood,easy_task,0.8500000000000001,0.9100000000000001,good_worker,0.8635,heart,0
29,task_uUq,xbNWA,blood,easy_task,0.8500000000000001,0.8900000000000005,good_worker,0.8665,heart,0
30,task_uUq,cmEcz,blood,easy_task,0.8500000000000001,0.9100000000000001,good_worker,0.8635,heart,0
31,task_uUq,QojUY,blood,easy_task,0.8500000000000001,0.9600000000000003,good_worker,0.8560000000000001,heart,0
32,task_uUq,e5fjL,blood,easy_task,0.8500000000000001,0.8600000000000002,good_worker,0.871,heart,0
33,task_uUq,ydABU,blood,easy_task,0.8500000000000001,0.84,good_worker,0.8740000000000001,heart,0
34,task_uUq,bUvzX,blood,easy_task,0.8500000000000001,0.9400000000000002,good_worker,0.8590000000000001,heart,0
35,task_uUq,Bpea7,blood,easy_task,0.8500000000000001,0.9500000000000002,good_worker,0.8575,heart,0
36,task_sAX,bUvzX,brain,easy_task,0.8700000000000001,0.9400000000000002,good_worker,0.8778000000000001,brain,1
37,task_sAX,QojUY,brain,easy_task,0.8700000000000001,0.9600000000000003,good_worker,0.8752000000000001,heart,0
38,task_sAX,Bpea7,brain,easy_task,0.8700000000000001,0.9500000000000002,good_worker,0.8765000000000001,heart,0
39,task_sAX,cmEcz,brain,easy_task,0.8700000000000001,0.9100000000000001,good_worker,0.8817,heart,0
40,task_sAX,cXXaN,brain,easy_task,0.8700000000000001,0.9900000000000002,good_worker,0.8713000000000001,heart,0
41,task_sAX,EXN7W,brain,easy_task,0.8700000000000001,0.85,good_worker,0.8895000000000001,heart,0
42,task_sAX,ixEF8,brain,easy_task,0.8700000000000001,0.9800000000000002,good_worker,0.8726,heart,0
43,task_sAX,cmGxv,brain,easy_task,0.8700000000000001,0.9000000000000002,good_worker,0.883,heart,0
44,task_sAX,X4KtA,brain,easy_task,0.8700000000000001,0.94,good_worker,0.8778000000000001,heart,0
45,task_CyF,QojUY,lung,easy_task,0.8700000000000001,0.9600000000000003,good_worker,0.8752000000000001,brain,0
46,task_CyF,cmGxv,lung,easy_task,0.8700000000000001,0.9000000000000002,good_worker,0.883,heart,0
47,task_CyF,X4KtA,lung,easy_task,0.8700000000000001,0.94,good_worker,0.8778000000000001,heart,0
48,task_CyF,e5fjL,lung,easy_task,0.8700000000000001,0.8600000000000002,good_worker,0.8882000000000001,heart,0
49,task_CyF,ydABU,lung,easy_task,0.8700000000000001,0.84,good_worker,0.8908,lung,1
50,task_CyF,bUvzX,lung,easy_task,0.8700000000000001,0.9400000000000002,good_worker,0.8778000000000001,heart,0
51,task_CyF,ixEF8,lung,easy_task,0.8700000000000001,0.9800000000000002,good_worker,0.8726,heart,0
52,task_CyF,puNxr,lung,easy_task,0.8700000000000001,0.8600000000000002,good_worker,0.8882000000000001,heart,0
53,task_CyF,EQ3gR,lung,easy_task,0.8700000000000001,0.9700000000000004,good_worker,0.8739,heart,0
54,task_qFC,XXoBg,blood,easy_task,0.9200000000000002,0.8900000000000003,good_worker,0.9288000000000001,heart,0
55,task_qFC,JQtWi,blood,easy_task,0.9200000000000002,0.9100000000000001,good_worker,0.9272000000000001,heart,0
56,task_qFC,e5fjL,blood,easy_task,0.9200000000000002,0.8600000000000002,good_worker,0.9312000000000001,heart,0
57,task_qFC,bUvzX,blood,easy_task,0.9200000000000002,0.9400000000000002,good_worker,0.9248000000000001,heart,0
58,task_qFC,cmGxv,blood,easy_task,0.9200000000000002,0.9000000000000002,good_worker,0.9280000000000002,heart,0
59,task_qFC,ixEF8,blood,easy_task,0.9200000000000002,0.9800000000000002,good_worker,0.9216000000000001,heart,0
60,task_qFC,puNxr,blood,easy_task,0.9200000000000002,0.8600000000000002,good_worker,0.9312000000000001,heart,0
61,task_qFC,cXXaN,blood,easy_task,0.9200000000000002,0.9900000000000002,good_worker,0.9208000000000002,heart,0
62,task_qFC,EXN7W,blood,easy_task,0.9200000000000002,0.85,good_worker,0.9320000000000002,heart,0
63,task_i8D,ixEF8,heart,easy_task,0.9200000000000002,0.9800000000000002,good_worker,0.9216000000000001,heart,1
64,task_i8D,cmGxv,heart,easy_task,0.9200000000000002,0.9000000000000002,good_worker,0.9280000000000002,heart,1
65,task_i8D,cXXaN,heart,easy_task,0.9200000000000002,0.9900000000000002,good_worker,0.9208000000000002,heart,1
66,task_i8D,ydABU,heart,easy_task,0.9200000000000002,0.84,good_worker,0.9328000000000001,heart,1
67,task_i8D,TbL4U,heart,easy_task,0.9200000000000002,0.9000000000000002,good_worker,0.9280000000000002,heart,1
68,task_i8D,xbNWA,heart,easy_task,0.9200000000000002,0.8900000000000005,good_worker,0.9288000000000001,heart,1
69,task_i8D,QojUY,heart,easy_task,0.9200000000000002,0.9600000000000003,good_worker,0.9232000000000001,heart,1
70,task_i8D,EQ3gR,heart,easy_task,0.9200000000000002,0.9700000000000004,good_worker,0.9224000000000001,heart,1
71,task_i8D,Bpea7,heart,easy_task,0.9200000000000002,0.9500000000000002,good_worker,0.9240000000000002,heart,1
72,task_2rq,X4KtA,lung,easy_task,0.9400000000000002,0.94,good_worker,0.9436000000000002,heart,0
73,task_2rq,e5fjL,lung,easy_task,0.9400000000000002,0.8600000000000002,good_worker,0.9484000000000001,heart,0
74,task_2rq,Bpea7,lung,easy_task,0.9400000000000002,0.9500000000000002,good_worker,0.9430000000000002,heart,0
75,task_2rq,ixEF8,lung,easy_task,0.9400000000000002,0.9800000000000002,good_worker,0.9412000000000001,brain,0
76,task_2rq,bUvzX,lung,easy_task,0.9400000000000002,0.9400000000000002,good_worker,0.9436000000000001,heart,0
77,task_2rq,cXXaN,lung,easy_task,0.9400000000000002,0.9900000000000002,good_worker,0.9406000000000001,heart,0
78,task_2rq,JQtWi,lung,easy_task,0.9400000000000002,0.9100000000000001,good_worker,0.9454000000000001,heart,0
79,task_2rq,puNxr,lung,easy_task,0.9400000000000002,0.8600000000000002,good_worker,0.9484000000000001,heart,0
80,task_2rq,QojUY,lung,easy_task,0.9400000000000002,0.9600000000000003,good_worker,0.9424000000000001,heart,0
81,task_Rq4,Bpea7,brain,easy_task,0.78,0.9500000000000002,good_worker,0.7909999999999999,lung,0
82,task_Rq4,EQ3gR,brain,easy_task,0.78,0.9700000000000004,good_worker,0.7866,lung,0
83,task_Rq4,X4KtA,brain,easy_task,0.78,0.94,good_worker,0.7932,heart,0
84,task_Rq4,bUvzX,brain,easy_task,0.78,0.9400000000000002,good_worker,0.7932,heart,0
85,task_Rq4,cmGxv,brain,easy_task,0.78,0.9000000000000002,good_worker,0.8019999999999999,heart,0
86,task_Rq4,xbNWA,brain,easy_task,0.78,0.8900000000000005,good_worker,0.8041999999999999,heart,0
87,task_Rq4,cmEcz,brain,easy_task,0.78,0.9100000000000001,good_worker,0.7998,heart,0
88,task_Rq4,ydABU,brain,easy_task,0.78,0.84,good_worker,0.8152,heart,0
89,task_Rq4,EXN7W,brain,easy_task,0.78,0.85,good_worker,0.8130000000000001,heart,0
90,task_kc9,cmEcz,blood,easy_task,0.9700000000000002,0.9100000000000001,good_worker,0.9727000000000001,heart,0
91,task_kc9,puNxr,blood,easy_task,0.9700000000000002,0.8600000000000002,good_worker,0.9742000000000002,brain,0
92,task_kc9,TbL4U,blood,easy_task,0.9700000000000002,0.9000000000000002,good_worker,0.9730000000000002,heart,0
93,task_kc9,bUvzX,blood,easy_task,0.9700000000000002,0.9400000000000002,good_worker,0.9718000000000002,heart,0
94,task_kc9,EXN7W,blood,easy_task,0.9700000000000002,0.85,good_worker,0.9745000000000001,heart,0
95,task_kc9,e5fjL,blood,easy_task,0.9700000000000002,0.8600000000000002,good_worker,0.9742000000000002,heart,0
96,task_kc9,JQtWi,blood,easy_task,0.9700000000000002,0.9100000000000001,good_worker,0.9727000000000001,heart,0
97,task_kc9,XXoBg,blood,easy_task,0.9700000000000002,0.8900000000000003,good_worker,0.9733000000000002,heart,0
98,task_kc9,QojUY,blood,easy_task,0.9700000000000002,0.9600000000000003,good_worker,0.9712000000000002,heart,0
99,task_HVf,e5fjL,blood,hard_task,0.55,0.8600000000000002,good_worker,0.613,heart,0
100,task_HVf,JQtWi,blood,hard_task,0.55,0.9100000000000001,good_worker,0.5905,brain,0
101,task_HVf,cmEcz,blood,hard_task,0.55,0.9100000000000001,good_worker,0.5905,brain,0
102,task_HVf,ydABU,blood,hard_task,0.55,0.84,good_worker,0.6220000000000001,heart,0
103,task_HVf,EXN7W,blood,hard_task,0.55,0.85,good_worker,0.6175,brain,0
104,task_HVf,EQ3gR,blood,hard_task,0.55,0.9700000000000004,good_worker,0.5634999999999999,liver,0
105,task_HVf,cmGxv,blood,hard_task,0.55,0.9000000000000002,good_worker,0.595,liver,0
106,task_HVf,TbL4U,blood,hard_task,0.55,0.9000000000000002,good_worker,0.595,brain,0
107,task_HVf,puNxr,blood,hard_task,0.55,0.8600000000000002,good_worker,0.613,lung,0
108,task_eMu,ydABU,lung,hard_task,0.6400000000000001,0.84,good_worker,0.6976000000000001,brain,0
109,task_eMu,XXoBg,lung,hard_task,0.6400000000000001,0.8900000000000003,good_worker,0.6796,lung,1
110,task_eMu,TbL4U,lung,hard_task,0.6400000000000001,0.9000000000000002,good_worker,0.676,liver,0
111,task_eMu,bUvzX,lung,hard_task,0.6400000000000001,0.9400000000000002,good_worker,0.6616000000000001,heart,0
112,task_eMu,cXXaN,lung,hard_task,0.6400000000000001,0.9900000000000002,good_worker,0.6436000000000001,brain,0
113,task_eMu,Bpea7,lung,hard_task,0.6400000000000001,0.9500000000000002,good_worker,0.658,heart,0
114,task_eMu,EXN7W,lung,hard_task,0.6400000000000001,0.85,good_worker,0.6940000000000002,heart,0
115,task_eMu,ixEF8,lung,hard_task,0.6400000000000001,0.9800000000000002,good_worker,0.6472,liver,0
116,task_eMu,EQ3gR,lung,hard_task,0.6400000000000001,0.9700000000000004,good_worker,0.6508,liver,0
117,task_DSD,ydABU,heart,easy_task,0.9500000000000002,0.84,good_worker,0.9580000000000002,heart,1
118,task_DSD,puNxr,heart,easy_task,0.9500000000000002,0.8600000000000002,good_worker,0.9570000000000002,heart,1
119,task_DSD,ixEF8,heart,easy_task,0.9500000000000002,0.9800000000000002,good_worker,0.9510000000000002,heart,1
120,task_DSD,XXoBg,heart,easy_task,0.9500000000000002,0.8900000000000003,good_worker,0.9555000000000001,heart,1
121,task_DSD,bUvzX,heart,easy_task,0.9500000000000002,0.9400000000000002,good_worker,0.9530000000000002,heart,1
122,task_DSD,e5fjL,heart,easy_task,0.9500000000000002,0.8600000000000002,good_worker,0.9570000000000002,heart,1
123,task_DSD,xbNWA,heart,easy_task,0.9500000000000002,0.8900000000000005,good_worker,0.9555000000000001,heart,1
124,task_DSD,Bpea7,heart,easy_task,0.9500000000000002,0.9500000000000002,good_worker,0.9525000000000001,heart,1
125,task_DSD,JQtWi,heart,easy_task,0.9500000000000002,0.9100000000000001,good_worker,0.9545000000000001,heart,1
126,task_Rqx,puNxr,blood,easy_task,0.8200000000000001,0.8600000000000002,good_worker,0.8452,heart,0
127,task_Rqx,EXN7W,blood,easy_task,0.8200000000000001,0.85,good_worker,0.8470000000000001,heart,0
128,task_Rqx,EQ3gR,blood,easy_task,0.8200000000000001,0.9700000000000004,good_worker,0.8254,heart,0
129,task_Rqx,Bpea7,blood,easy_task,0.8200000000000001,0.9500000000000002,good_worker,0.829,heart,0
130,task_Rqx,cmEcz,blood,easy_task,0.8200000000000001,0.9100000000000001,good_worker,0.8362,brain,0
131,task_Rqx,e5fjL,blood,easy_task,0.8200000000000001,0.8600000000000002,good_worker,0.8452,heart,0
132,task_Rqx,QojUY,blood,easy_task,0.8200000000000001,0.9600000000000003,good_worker,0.8272,liver,0
133,task_Rqx,X4KtA,blood,easy_task,0.8200000000000001,0.94,good_worker,0.8308000000000001,heart,0
134,task_Rqx,bUvzX,blood,easy_task,0.8200000000000001,0.9400000000000002,good_worker,0.8308,heart,0
135,task_GEV,cXXaN,heart,easy_task,0.9900000000000002,0.9900000000000002,good_worker,0.9901000000000002,heart,1
136,task_GEV,TbL4U,heart,easy_task,0.9900000000000002,0.9000000000000002,good_worker,0.9910000000000002,heart,1
137,task_GEV,ixEF8,heart,easy_task,0.9900000000000002,0.9800000000000002,good_worker,0.9902000000000002,heart,1
138,task_GEV,ydABU,heart,easy_task,0.9900000000000002,0.84,good_worker,0.9916000000000001,heart,1
139,task_GEV,EQ3gR,heart,easy_task,0.9900000000000002,0.9700000000000004,good_worker,0.9903000000000002,heart,1
140,task_GEV,cmEcz,heart,easy_task,0.9900000000000002,0.9100000000000001,good_worker,0.9909000000000002,heart,1
141,task_GEV,xbNWA,heart,easy_task,0.9900000000000002,0.8900000000000005,good_worker,0.9911000000000002,heart,1
142,task_GEV,XXoBg,heart,easy_task,0.9900000000000002,0.8900000000000003,good_worker,0.9911000000000002,heart,1
143,task_GEV,Bpea7,heart,easy_task,0.9900000000000002,0.9500000000000002,good_worker,0.9905000000000002,heart,1
144,task_kCq,bUvzX,heart,easy_task,0.9300000000000002,0.9400000000000002,good_worker,0.9342000000000001,heart,1
145,task_kCq,X4KtA,heart,easy_task,0.9300000000000002,0.94,good_worker,0.9342000000000001,heart,1
146,task_kCq,XXoBg,heart,easy_task,0.9300000000000002,0.8900000000000003,good_worker,0.9377000000000001,heart,1
147,task_kCq,Bpea7,heart,easy_task,0.9300000000000002,0.9500000000000002,good_worker,0.9335000000000001,heart,1
148,task_kCq,puNxr,heart,easy_task,0.9300000000000002,0.8600000000000002,good_worker,0.9398000000000001,heart,1
149,task_kCq,ixEF8,heart,easy_task,0.9300000000000002,0.9800000000000002,good_worker,0.9314000000000001,heart,1
150,task_kCq,EQ3gR,heart,easy_task,0.9300000000000002,0.9700000000000004,good_worker,0.9321000000000002,heart,1
151,task_kCq,QojUY,heart,easy_task,0.9300000000000002,0.9600000000000003,good_worker,0.9328000000000001,heart,1
152,task_kCq,EXN7W,heart,easy_task,0.9300000000000002,0.85,good_worker,0.9405000000000001,heart,1
153,task_c2Q,cXXaN,heart,easy_task,0.79,0.9900000000000002,good_worker,0.7921,heart,1
154,task_c2Q,puNxr,heart,easy_task,0.79,0.8600000000000002,good_worker,0.8194,heart,1
155,task_c2Q,bUvzX,heart,easy_task,0.79,0.9400000000000002,good_worker,0.8026,heart,1
156,task_c2Q,cmGxv,heart,easy_task,0.79,0.9000000000000002,good_worker,0.8109999999999999,heart,1
157,task_c2Q,Bpea7,heart,easy_task,0.79,0.9500000000000002,good_worker,0.8005,heart,1
158,task_c2Q,e5fjL,heart,easy_task,0.79,0.8600000000000002,good_worker,0.8194,heart,1
159,task_c2Q,EQ3gR,heart,easy_task,0.79,0.9700000000000004,good_worker,0.7963,heart,1
160,task_c2Q,ixEF8,heart,easy_task,0.79,0.9800000000000002,good_worker,0.7942,heart,1
161,task_c2Q,QojUY,heart,easy_task,0.79,0.9600000000000003,good_worker,0.7984,blood,0
162,task_EVj,XXoBg,brain,easy_task,0.9300000000000002,0.8900000000000003,good_worker,0.9377000000000001,heart,0
163,task_EVj,X4KtA,brain,easy_task,0.9300000000000002,0.94,good_worker,0.9342000000000001,heart,0
164,task_EVj,ydABU,brain,easy_task,0.9300000000000002,0.84,good_worker,0.9412000000000001,heart,0
165,task_EVj,cmGxv,brain,easy_task,0.9300000000000002,0.9000000000000002,good_worker,0.9370000000000002,lung,0
166,task_EVj,EQ3gR,brain,easy_task,0.9300000000000002,0.9700000000000004,good_worker,0.9321000000000002,heart,0
167,task_EVj,EXN7W,brain,easy_task,0.9300000000000002,0.85,good_worker,0.9405000000000001,heart,0
168,task_EVj,Bpea7,brain,easy_task,0.9300000000000002,0.9500000000000002,good_worker,0.9335000000000001,heart,0
169,task_EVj,QojUY,brain,easy_task,0.9300000000000002,0.9600000000000003,good_worker,0.9328000000000001,heart,0
170,task_EVj,cmEcz,brain,easy_task,0.9300000000000002,0.9100000000000001,good_worker,0.9363000000000001,heart,0
171,task_Znw,puNxr,brain,easy_task,0.76,0.8600000000000002,good_worker,0.7936,heart,0
172,task_Znw,XXoBg,brain,easy_task,0.76,0.8900000000000003,good_worker,0.7864,heart,0
173,task_Znw,QojUY,brain,easy_task,0.76,0.9600000000000003,good_worker,0.7696,heart,0
174,task_Znw,xbNWA,brain,easy_task,0.76,0.8900000000000005,good_worker,0.7863999999999999,heart,0
175,task_Znw,cXXaN,brain,easy_task,0.76,0.9900000000000002,good_worker,0.7624,heart,0
176,task_Znw,e5fjL,brain,easy_task,0.76,0.8600000000000002,good_worker,0.7936,heart,0
177,task_Znw,X4KtA,brain,easy_task,0.76,0.94,good_worker,0.7744,heart,0
178,task_Znw,EQ3gR,brain,easy_task,0.76,0.9700000000000004,good_worker,0.7671999999999999,heart,0
179,task_Znw,JQtWi,brain,easy_task,0.76,0.9100000000000001,good_worker,0.7816,heart,0
180,task_BjN,QojUY,heart,easy_task,0.75,0.9600000000000003,good_worker,0.7599999999999999,liver,0
181,task_BjN,bUvzX,heart,easy_task,0.75,0.9400000000000002,good_worker,0.7649999999999999,heart,1
182,task_BjN,puNxr,heart,easy_task,0.75,0.8600000000000002,good_worker,0.7849999999999999,heart,1
183,task_BjN,xbNWA,heart,easy_task,0.75,0.8900000000000005,good_worker,0.7774999999999999,brain,0
184,task_BjN,cmEcz,heart,easy_task,0.75,0.9100000000000001,good_worker,0.7725,heart,1
185,task_BjN,cmGxv,heart,easy_task,0.75,0.9000000000000002,good_worker,0.7749999999999999,heart,1
186,task_BjN,ydABU,heart,easy_task,0.75,0.84,good_worker,0.79,heart,1
187,task_BjN,ixEF8,heart,easy_task,0.75,0.9800000000000002,good_worker,0.7549999999999999,heart,1
188,task_BjN,EQ3gR,heart,easy_task,0.75,0.9700000000000004,good_worker,0.7574999999999998,heart,1
189,task_EAR,puNxr,lung,hard_task,0.7300000000000002,0.8600000000000002,good_worker,0.7678000000000001,blood,0
190,task_EAR,TbL4U,lung,hard_task,0.7300000000000002,0.9000000000000002,good_worker,0.7570000000000001,heart,0
191,task_EAR,XXoBg,lung,hard_task,0.7300000000000002,0.8900000000000003,good_worker,0.7597,brain,0
192,task_EAR,xbNWA,lung,hard_task,0.7300000000000002,0.8900000000000005,good_worker,0.7597,heart,0
193,task_EAR,X4KtA,lung,hard_task,0.7300000000000002,0.94,good_worker,0.7462000000000002,brain,0
194,task_EAR,ydABU,lung,hard_task,0.7300000000000002,0.84,good_worker,0.7732000000000002,heart,0
195,task_EAR,cmEcz,lung,hard_task,0.7300000000000002,0.9100000000000001,good_worker,0.7543000000000002,brain,0
196,task_EAR,bUvzX,lung,hard_task,0.7300000000000002,0.9400000000000002,good_worker,0.7462000000000002,heart,0
197,task_EAR,Bpea7,lung,hard_task,0.7300000000000002,0.9500000000000002,good_worker,0.7435000000000002,heart,0
198,task_WX2,cmEcz,heart,easy_task,0.8500000000000001,0.9100000000000001,good_worker,0.8635,heart,1
